utm_source,utm_medium,utm_campaign,utm_content,visit_date,UV,purchase_1d,purchase_3d,purchase_7d,cvr_1d,cvr_3d,cvr_7d,결제금액_1d,결제품목_1d,결제금액_3d,결제품목_3d,결제금액_7d,결제품목_7d,결제금액_total_1d,결제품목_total_1d,purchase_total_1d,결제금액_total_3d,결제품목_total_3d,purchase_total_3d,결제금액_total_7d,결제품목_total_7d,purchase_total_7d,UV_total,날짜_dt
kakao,text,chatroom,menu_kyungokgo,2026-02-09,8,1,1,1,12.5,12.5,12.5,156000,녹용경옥고 (1),156000,녹용경옥고 (1),156000,녹용경옥고 (1),18049000,녹용경옥고 (3),13,18509000,녹용경옥고 (3),15,19260000,녹용경옥고 (3),15,846,2026-02-09
youtube,video,influencer,joetube,2026-02-09,8,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,76485000,-,6,96851000,-,10,108051000,-,11,48285,2026-02-09
blog,text,2602_seolevent,2602_blog,2026-02-09,6,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,103,2026-02-09
kakao,text,2602_seolevent,260206_kakao,2026-02-09,6,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,101,2026-02-09
kakao,text,chatroom,menu_gongjindan,2026-02-09,4,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,30489000,-,14,31462000,-,14,38776000,-,19,1060,2026-02-09
ig,paid,120237796069190137,120237796069670137,2026-02-09,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,71,2026-02-09
ig,social,unknown,link_in_bio,2026-02-09,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,329,2026-02-09
kakao,text,2601_seolevent,contents_a,2026-02-09,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,21,2026-02-09
web_page,video,2601_youtube,kimyoungok,2026-02-08,100,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,352000,-,1,704000,-,2,704000,-,2,4342,2026-02-08
web_page,video,2602_youtube,haru,2026-02-08,83,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,824,2026-02-08
ig,paid,120244788317630322,120244788322210322,2026-02-08,53,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,348,2026-02-08
ig,paid,120244847827150322,120244847828330322,2026-02-08,31,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,125,2026-02-08
web_page,video,2602_youtube,bellnine,2026-02-08,22,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,220,2026-02-08
youtube,video,influencer,joetube,2026-02-08,13,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,76485000,-,6,96851000,-,10,108051000,-,11,48285,2026-02-08
ig,paid,120238103309030691,120238103312380691,2026-02-08,11,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,1183,2026-02-08
blog,text,2602_seolevent,2602_blog,2026-02-08,8,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,103,2026-02-08
kakao,text,2602_seolevent,260206_kakao,2026-02-08,7,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,101,2026-02-08
kakao,text,chatroom,menu_kyungokgo,2026-02-08,6,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,18049000,녹용경옥고 (3),13,18509000,녹용경옥고 (3),15,19260000,녹용경옥고 (3),15,846,2026-02-08
kakao,text,chatroom,menu_gongjindan,2026-02-08,3,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,30489000,-,14,31462000,-,14,38776000,-,19,1060,2026-02-08
kakao,text,2601_seolevent,contents_a,2026-02-08,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,21,2026-02-08
ig,social,unknown,link_in_bio,2026-02-08,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,329,2026-02-08
blog,text,ad,keyword9,2026-02-08,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,19,2026-02-08
web_page,video,2602_youtube,haru,2026-02-07,216,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,824,2026-02-07
web_page,video,2601_youtube,kimyoungok,2026-02-07,92,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,352000,-,1,704000,-,2,704000,-,2,4342,2026-02-07
ig,paid,120238103309030691,120238103312380691,2026-02-07,59,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,1183,2026-02-07
ig,paid,120244788317630322,120244788322210322,2026-02-07,37,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,348,2026-02-07
web_page,video,2602_youtube,bellnine,2026-02-07,27,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,220,2026-02-07
ig,paid,120244847827150322,120244847828330322,2026-02-07,18,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,125,2026-02-07
fb,paid,120237458026830137,120237458027930137,2026-02-07,17,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,86,2026-02-07
blog,text,2602_seolevent,2602_blog,2026-02-07,10,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,103,2026-02-07
kakao,text,2602_seolevent,260206_kakao,2026-02-07,9,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,101,2026-02-07
youtube,video,influencer,joetube,2026-02-07,8,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,76485000,-,6,96851000,-,10,108051000,-,11,48285,2026-02-07
kakao,text,chatroom,menu_kyungokgo,2026-02-07,6,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,18049000,녹용경옥고 (3),13,18509000,녹용경옥고 (3),15,19260000,녹용경옥고 (3),15,846,2026-02-07
kakao,text,chatroom,menu_gongjindan,2026-02-07,5,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,30489000,-,14,31462000,-,14,38776000,-,19,1060,2026-02-07
ig,social,unknown,link_in_bio,2026-02-07,4,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,329,2026-02-07
instagram,banner,2601_seolevent,2601_littly_h,2026-02-07,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,2,2026-02-07
youtube,video,influencer,kimjebeop,2026-02-07,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,465000,-,0,465000,-,0,465000,-,0,2187,2026-02-07
kakao,text,2601_seolevent,contents_a,2026-02-07,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,21,2026-02-07
instagram,banner,2601_seolevent,2601_littly_b,2026-02-07,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,6,2026-02-07
kakao,text,2601_seolevent,260121_kakao_b,2026-02-07,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,75,2026-02-07
web_page,video,2602_youtube,haru,2026-02-06,221,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,824,2026-02-06
web_page,video,2601_youtube,kimyoungok,2026-02-06,105,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,352000,-,1,704000,-,2,704000,-,2,4342,2026-02-06
kakao,text,2602_seolevent,260206_kakao,2026-02-06,73,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,101,2026-02-06
web_page,video,2602_youtube,bellnine,2026-02-06,58,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,220,2026-02-06
ig,paid,120244788317630322,120244788322210322,2026-02-06,54,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,348,2026-02-06
ig,paid,120238103309030691,120238103312380691,2026-02-06,44,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,1183,2026-02-06
blog,text,2602_seolevent,2602_blog,2026-02-06,23,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,103,2026-02-06
fb,paid,120237458026830137,120237458027930137,2026-02-06,14,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,86,2026-02-06
ig,paid,120244847827150322,120244847828330322,2026-02-06,11,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,125,2026-02-06
kakao,text,chatroom,menu_gongjindan,2026-02-06,10,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,30489000,-,14,31462000,-,14,38776000,-,19,1060,2026-02-06
youtube,video,influencer,joetube,2026-02-06,7,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,76485000,-,6,96851000,-,10,108051000,-,11,48285,2026-02-06
kakao,text,chatroom,menu_kyungokgo,2026-02-06,7,0,1,1,0.0,14.29,14.29,0,-,156000,녹용경옥고 (1),156000,녹용경옥고 (1),18049000,녹용경옥고 (3),13,18509000,녹용경옥고 (3),15,19260000,녹용경옥고 (3),15,846,2026-02-06
ig,social,unknown,link_in_bio,2026-02-06,5,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,329,2026-02-06
kakao,text,2602_seolevent,260202_kakao,2026-02-06,5,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,1032000,-,1,1032000,-,1,1032000,-,1,105,2026-02-06
kakao,text,2601_seolevent,260121_kakao_b,2026-02-06,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,75,2026-02-06
instagram,banner,2601_seolevent,2601_littly_a,2026-02-06,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,16,2026-02-06
instagram,banner,2601_seolevent,2601_littly_c,2026-02-06,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,6,2026-02-06
kakao,text,2601_seolevent,260128_kakao,2026-02-06,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,1895000,-,2,1895000,-,2,2051000,-,3,167,2026-02-06
web_page,video,2601_youtube,kimyoungok,2026-02-05,78,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,352000,-,1,704000,-,2,704000,-,2,4342,2026-02-05
web_page,video,2602_youtube,bellnine,2026-02-05,77,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,220,2026-02-05
ig,paid,120238103309030691,120238103312380691,2026-02-05,73,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,1183,2026-02-05
ig,paid,120244788317630322,120244788322210322,2026-02-05,59,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,348,2026-02-05
fb,paid,120237458026830137,120237458027930137,2026-02-05,16,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,86,2026-02-05
youtube,video,influencer,joetube,2026-02-05,6,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,76485000,-,6,96851000,-,10,108051000,-,11,48285,2026-02-05
ig,social,unknown,link_in_bio,2026-02-05,4,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,329,2026-02-05
kakao,text,2602_seolevent,260202_kakao,2026-02-05,4,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,1032000,-,1,1032000,-,1,1032000,-,1,105,2026-02-05
kakao,text,chatroom,menu_gongjindan,2026-02-05,3,1,1,1,33.33,33.33,33.33,2310000,"사향공진단 라이트 (1), 사향공진단 (1)",2310000,"사향공진단 라이트 (1), 사향공진단 (1)",2310000,"사향공진단 라이트 (1), 사향공진단 (1)",30489000,-,14,31462000,-,14,38776000,-,19,1060,2026-02-05
kakao,text,2601_seolevent,260128_kakao,2026-02-05,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,1895000,-,2,1895000,-,2,2051000,-,3,167,2026-02-05
instagram,banner,2601_seolevent,2601_littly_a,2026-02-05,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,16,2026-02-05
instagram,banner,2601_seolevent,2601_littly_b,2026-02-05,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,6,2026-02-05
blog,text,2602_seolevent,2602_blog,2026-02-05,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,103,2026-02-05
web_page,video,2602_youtube,haru,2026-02-05,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,824,2026-02-05
kakao,text,2601_seolevent,contents_a,2026-02-05,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,21,2026-02-05
instagram,banner,2601_seolevent,2601_littly_f,2026-02-05,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,4,2026-02-05
instagram,banner,2601_seolevent,2601_littly_e,2026-02-05,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,3,2026-02-05
naver,instant,naver_kin_source,kin,2026-02-05,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,21,2026-02-05
kakao,text,chatroom,menu_kyungokgo,2026-02-05,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,18049000,녹용경옥고 (3),13,18509000,녹용경옥고 (3),15,19260000,녹용경옥고 (3),15,846,2026-02-05
instagram,banner,2601_seolevent,2601_littly_c,2026-02-05,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,6,2026-02-05
instagram,banner,2601_seolevent,2601_littly_d,2026-02-05,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,5,2026-02-05
web_page,video,2601_youtube,kimyoungok,2026-02-04,85,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,352000,-,1,704000,-,2,704000,-,2,4342,2026-02-04
ig,paid,120238103309030691,120238103312380691,2026-02-04,59,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,1183,2026-02-04
kakao,text,2602_seolevent,260202_kakao,2026-02-04,12,1,1,1,8.33,8.33,8.33,1032000,사향공진단 (1),1032000,사향공진단 (1),1032000,사향공진단 (1),1032000,-,1,1032000,-,1,1032000,-,1,105,2026-02-04
youtube,video,influencer,joetube,2026-02-04,9,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,76485000,-,6,96851000,-,10,108051000,-,11,48285,2026-02-04
fb,paid,120237458026830137,120237458027930137,2026-02-04,5,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,86,2026-02-04
ig,social,unknown,link_in_bio,2026-02-04,4,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,329,2026-02-04
kakao,text,chatroom,menu_gongjindan,2026-02-04,3,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,30489000,-,14,31462000,-,14,38776000,-,19,1060,2026-02-04
kakao,text,chatroom,menu_kyungokgo,2026-02-04,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,18049000,녹용경옥고 (3),13,18509000,녹용경옥고 (3),15,19260000,녹용경옥고 (3),15,846,2026-02-04
naver,banner,2602_naver,powerlink,2026-02-04,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,6,2026-02-04
web_page,video,2601_youtube,kimyoungok,2026-02-03,122,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,352000,-,1,704000,-,2,704000,-,2,4342,2026-02-03
ig,paid,120238103309030691,120238103312380691,2026-02-03,82,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,1183,2026-02-03
fb,paid,120237458026830137,120237458027930137,2026-02-03,18,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,86,2026-02-03
kakao,banner,2602_seolevent,0202_kakao_bizboard,2026-02-03,17,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,113,2026-02-03
kakao,banner,2601_seolevent,0129_kakao_bizboard,2026-02-03,16,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,925,2026-02-03
kakao,text,2602_seolevent,260202_kakao,2026-02-03,12,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,1032000,-,1,1032000,-,1,1032000,-,1,105,2026-02-03
kakao,banner,2602_seolevent,0202_kakao_bizboard_v2,2026-02-03,7,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,147,2026-02-03
youtube,video,influencer,joetube,2026-02-03,7,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,76485000,-,6,96851000,-,10,108051000,-,11,48285,2026-02-03
kakao,text,chatroom,menu_kyungokgo,2026-02-03,4,0,1,1,0.0,25.0,25.0,0,-,156000,녹용경옥고 (1),156000,녹용경옥고 (1),18049000,녹용경옥고 (3),13,18509000,녹용경옥고 (3),15,19260000,녹용경옥고 (3),15,846,2026-02-03
kakao,text,chatroom,menu_gongjindan,2026-02-03,4,1,1,1,25.0,25.0,25.0,1350000,사향공진단 (1),1350000,사향공진단 (1),1350000,사향공진단 (1),30489000,-,14,31462000,-,14,38776000,-,19,1060,2026-02-03
naver,banner,2602_naver,powerlink,2026-02-03,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,6,2026-02-03
ig,social,unknown,link_in_bio,2026-02-03,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,329,2026-02-03
blog,text,2602_seolevent,2602_blog,2026-02-03,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,103,2026-02-03
web_page,video,2601_youtube,kimyoungok,2026-02-02,227,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,352000,-,1,704000,-,2,704000,-,2,4342,2026-02-02
kakao,banner,2602_seolevent,0202_kakao_bizboard_v2,2026-02-02,140,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,147,2026-02-02
kakao,banner,2601_seolevent,0129_kakao_bizboard,2026-02-02,140,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,925,2026-02-02
kakao,banner,2602_seolevent,0202_kakao_bizboard,2026-02-02,95,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,113,2026-02-02
ig,paid,120238103309030691,120238103312380691,2026-02-02,83,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,1183,2026-02-02
kakao,text,2602_seolevent,260202_kakao,2026-02-02,69,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,1032000,-,1,1032000,-,1,1032000,-,1,105,2026-02-02
fb,paid,120237458026830137,120237458027930137,2026-02-02,14,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,86,2026-02-02
ig,social,unknown,link_in_bio,2026-02-02,9,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,329,2026-02-02
kakao,text,chatroom,menu_gongjindan,2026-02-02,7,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,30489000,-,14,31462000,-,14,38776000,-,19,1060,2026-02-02
youtube,video,influencer,joetube,2026-02-02,6,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,76485000,-,6,96851000,-,10,108051000,-,11,48285,2026-02-02
kakao,text,2601_seolevent,260128_kakao,2026-02-02,5,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,1895000,-,2,1895000,-,2,2051000,-,3,167,2026-02-02
kakao,text,chatroom,menu_kyungokgo,2026-02-02,5,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,18049000,녹용경옥고 (3),13,18509000,녹용경옥고 (3),15,19260000,녹용경옥고 (3),15,846,2026-02-02
blog,text,ad,keyword6,2026-02-02,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,1092000,-,0,1962000,-,0,1962000,-,0,206,2026-02-02
blog,text,2602_seolevent,2602_blog,2026-02-02,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,103,2026-02-02
web_blog,text,owned,healthy_teeth,2026-02-02,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,220000,-,1,19,2026-02-02
kakao,text,2601_seolevent,260107_b,2026-02-02,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,65,2026-02-02
web_page,image,2602_viral,openkakao,2026-02-02,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,1,2026-02-02
web_page,video,2602_youtube,bellnine,2026-02-02,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,220,2026-02-02
web_page,video,2601_youtube,kimyoungok,2026-02-01,306,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,352000,-,1,704000,-,2,704000,-,2,4342,2026-02-01
kakao,banner,2601_seolevent,0129_kakao_bizboard,2026-02-01,279,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,925,2026-02-01
ig,paid,120238103309030691,120238103312380691,2026-02-01,85,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,1183,2026-02-01
youtube,video,influencer,joetube,2026-02-01,6,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,76485000,-,6,96851000,-,10,108051000,-,11,48285,2026-02-01
kakao,text,chatroom,menu_kyungokgo,2026-02-01,5,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,18049000,녹용경옥고 (3),13,18509000,녹용경옥고 (3),15,19260000,녹용경옥고 (3),15,846,2026-02-01
kakao,text,chatroom,menu_gongjindan,2026-02-01,3,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,30489000,-,14,31462000,-,14,38776000,-,19,1060,2026-02-01
fb,paid,120237458026830137,120237458027930137,2026-02-01,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,86,2026-02-01
ig,social,unknown,link_in_bio,2026-02-01,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,329,2026-02-01
kakao,text,2601_seolevent,contents_a,2026-02-01,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,21,2026-02-01
kakao,banner,2601_seolevent,0129_kakao_bizboard,2026-01-31,240,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,925,2026-01-31
web_page,video,2601_youtube,kimyoungok,2026-01-31,163,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,352000,-,1,704000,-,2,704000,-,2,4342,2026-01-31
ig,paid,120238103309030691,120238103312380691,2026-01-31,91,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,1183,2026-01-31
kakao,text,chatroom,menu_gongjindan,2026-01-31,7,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,30489000,-,14,31462000,-,14,38776000,-,19,1060,2026-01-31
kakao,text,2601_seolevent,260128_kakao,2026-01-31,1,1,1,1,100.0,100.0,100.0,140000,경옥고 (1),140000,경옥고 (1),140000,경옥고 (1),1895000,-,2,1895000,-,2,2051000,-,3,167,2026-01-31
kakao,text,chatroom,menu_kyungokgo,2026-01-31,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,18049000,녹용경옥고 (3),13,18509000,녹용경옥고 (3),15,19260000,녹용경옥고 (3),15,846,2026-01-31
youtube,video,influencer,kimjebeop,2026-01-31,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,465000,-,0,465000,-,0,465000,-,0,2187,2026-01-31
youtube,video,influencer,joetube,2026-01-31,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,76485000,-,6,96851000,-,10,108051000,-,11,48285,2026-01-31
kakao,banner,2601_seolevent,0129_kakao_bizboard,2026-01-30,248,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,925,2026-01-30
web_page,video,2601_youtube,kimyoungok,2026-01-30,228,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,352000,-,1,704000,-,2,704000,-,2,4342,2026-01-30
ig,paid,120238103309030691,120238103312380691,2026-01-30,82,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,1183,2026-01-30
kakao,text,2601_seolevent,260128_kakao,2026-01-30,3,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,1895000,-,2,1895000,-,2,2051000,-,3,167,2026-01-30
youtube,video,influencer,joetube,2026-01-30,3,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,76485000,-,6,96851000,-,10,108051000,-,11,48285,2026-01-30
kakao,text,chatroom,menu_gongjindan,2026-01-30,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,30489000,-,14,31462000,-,14,38776000,-,19,1060,2026-01-30
kakao,text,chatroom,menu_kyungokgo,2026-01-30,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,18049000,녹용경옥고 (3),13,18509000,녹용경옥고 (3),15,19260000,녹용경옥고 (3),15,846,2026-01-30
ig,social,unknown,link_in_bio,2026-01-30,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,329,2026-01-30
kakao,text,2601_seolevent,260121_kakao_a,2026-01-30,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,525000,-,1,525000,-,1,1110000,-,2,63,2026-01-30
web_page,video,2602_youtube,bellnine,2026-01-30,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,220,2026-01-30
kakao,text,2601_seolevent,260121_kakao_b,2026-01-30,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,75,2026-01-30
kakao,text,2512_velvethanyak,251203,2026-01-30,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,256000,-,0,256000,-,0,512000,-,0,105,2026-01-30
web_page,video,2602_youtube,haru,2026-01-30,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,824,2026-01-30
web_page,video,2601_youtube,kimyoungok,2026-01-29,847,1,1,1,0.12,0.12,0.12,352000,침향공진단 (2),352000,침향공진단 (2),352000,침향공진단 (2),352000,-,1,704000,-,2,704000,-,2,4342,2026-01-29
