utm_source,utm_medium,utm_campaign,utm_content,visit_date,UV,purchase_1d,purchase_3d,purchase_7d,cvr_1d,cvr_3d,cvr_7d,결제금액_1d,결제품목_1d,결제금액_3d,결제품목_3d,결제금액_7d,결제품목_7d,결제금액_total_1d,결제품목_total_1d,purchase_total_1d,결제금액_total_3d,결제품목_total_3d,purchase_total_3d,결제금액_total_7d,결제품목_total_7d,purchase_total_7d,UV_total,날짜_dt
ig,paid,120238103309030691,120238103312380691,2026-01-29,92,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,1183,2026-01-29
kakao,text,2601_seolevent,260128_kakao,2026-01-29,15,0,0,1,0.0,0.0,6.67,0,-,0,-,156000,녹용경옥고 (1),1895000,-,2,1895000,-,2,2051000,-,3,167,2026-01-29
kakao,text,chatroom,menu_gongjindan,2026-01-29,6,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,30489000,-,14,31462000,-,14,38776000,-,19,1060,2026-01-29
ig,social,unknown,link_in_bio,2026-01-29,5,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,329,2026-01-29
kakao,text,2601_seolevent,contents_a,2026-01-29,3,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,21,2026-01-29
kakao,text,chatroom,menu_kyungokgo,2026-01-29,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,18049000,녹용경옥고 (3),13,18509000,녹용경옥고 (3),15,19260000,녹용경옥고 (3),15,846,2026-01-29
web_page,banner,2601_seolevent,organic_lms,2026-01-29,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,2,2026-01-29
youtube,video,influencer,joetube,2026-01-29,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,76485000,-,6,96851000,-,10,108051000,-,11,48285,2026-01-29
kakao,banner,2601_seolevent,0129_kakao_bizboard_v2,2026-01-29,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,2,2026-01-29
kakao,banner,2601_seolevent,0129_kakao_bizboard,2026-01-29,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,925,2026-01-29
web_page,video,2601_youtube,kimyoungok,2026-01-28,635,0,1,1,0.0,0.16,0.16,0,-,352000,침향공진단 (2),352000,침향공진단 (2),352000,-,1,704000,-,2,704000,-,2,4342,2026-01-28
kakao,text,2601_seolevent,260128_kakao,2026-01-28,138,1,1,1,0.72,0.72,0.72,1755000,녹용경옥고 (3),1755000,녹용경옥고 (3),1755000,녹용경옥고 (3),1895000,-,2,1895000,-,2,2051000,-,3,167,2026-01-28
kakao,text,chatroom,menu_gongjindan,2026-01-28,9,1,1,2,11.11,11.11,22.22,544000,원방공진단 (1),544000,원방공진단 (1),1894000,"원방공진단 (1), 사향공진단 (1)",30489000,-,14,31462000,-,14,38776000,-,19,1060,2026-01-28
youtube,video,influencer,joetube,2026-01-28,4,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,76485000,-,6,96851000,-,10,108051000,-,11,48285,2026-01-28
kakao,text,chatroom,menu_kyungokgo,2026-01-28,4,1,1,1,25.0,25.0,25.0,420000,경옥고 (3),420000,경옥고 (3),420000,경옥고 (3),18049000,녹용경옥고 (3),13,18509000,녹용경옥고 (3),15,19260000,녹용경옥고 (3),15,846,2026-01-28
kakao,text,2601_seolevent,260121_kakao_a,2026-01-28,4,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,525000,-,1,525000,-,1,1110000,-,2,63,2026-01-28
ig,social,unknown,link_in_bio,2026-01-28,3,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,329,2026-01-28
kakao,text,kakaofeed,251024_4,2026-01-28,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,555000,-,0,555000,-,0,555000,-,0,41,2026-01-28
youtube,video,influencer,kimjebeop,2026-01-28,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,465000,-,0,465000,-,0,465000,-,0,2187,2026-01-28
kakao,image,notice,250912_chong,2026-01-28,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,187000,-,1,716000,-,1,15,2026-01-28
instagram,banner,2601_seolevent,2601_littly_a,2026-01-28,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,16,2026-01-28
kakao,text,2601_seolevent,260121_kakao_a,2026-01-27,4,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,525000,-,1,525000,-,1,1110000,-,2,63,2026-01-27
youtube,video,influencer,joetube,2026-01-27,3,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,76485000,-,6,96851000,-,10,108051000,-,11,48285,2026-01-27
kakao,text,chatroom,menu_gongjindan,2026-01-27,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,30489000,-,14,31462000,-,14,38776000,-,19,1060,2026-01-27
ig,social,unknown,link_in_bio,2026-01-27,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,329,2026-01-27
blind,feed_banner,202309_thanksgiving,kyungokgo,2026-01-27,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,8,2026-01-27
constitution_test,web,365songdo,cheongsimwon,2026-01-27,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,1,2026-01-27
constitution_test,web,365songdo,product_gyeong,2026-01-27,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,1,2026-01-27
kakao,text,chatroom,menu_kyungokgo,2026-01-27,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,18049000,녹용경옥고 (3),13,18509000,녹용경옥고 (3),15,19260000,녹용경옥고 (3),15,846,2026-01-27
constitution_test,web,365songdo,product_wooh,2026-01-27,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,1,2026-01-27
kakao,text,2601_seolevent,260121_kakao_b,2026-01-27,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,75,2026-01-27
web_page,video,2601_youtube,kimyoungok,2026-01-27,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,352000,-,1,704000,-,2,704000,-,2,4342,2026-01-27
youtube,video,influencer,joetube,2026-01-26,6,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,76485000,-,6,96851000,-,10,108051000,-,11,48285,2026-01-26
kakao,text,chatroom,menu_gongjindan,2026-01-26,3,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,30489000,-,14,31462000,-,14,38776000,-,19,1060,2026-01-26
kakao,text,2601_seolevent,260121_kakao_a,2026-01-26,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,525000,-,1,525000,-,1,1110000,-,2,63,2026-01-26
kakao,text,welcomemsg,homepage,2026-01-26,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,34195000,-,11,45942000,-,15,52068000,-,19,798,2026-01-26
kakao,text,2601_seolevent,260121_kakao_b,2026-01-26,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,75,2026-01-26
kakao,text,2512_velvethanyak,251203,2026-01-26,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,256000,-,0,256000,-,0,512000,-,0,105,2026-01-26
kakao,text,2512_velvethanyak,251224_product,2026-01-26,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,34,2026-01-26
ig,paid,120238103309030691,120238103312380691,2026-01-25,53,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,1183,2026-01-25
youtube,video,influencer,joetube,2026-01-25,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,76485000,-,6,96851000,-,10,108051000,-,11,48285,2026-01-25
kakao,text,2601_seolevent,260121_kakao_a,2026-01-25,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,525000,-,1,525000,-,1,1110000,-,2,63,2026-01-25
ig,social,unknown,link_in_bio,2026-01-25,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,329,2026-01-25
youtube,video,influencer,sunjamom,2026-01-25,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,6217000,-,0,7006000,-,1,8501000,-,2,7669,2026-01-25
kakao,image,kakaofeed,251029_02,2026-01-25,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,296000,-,0,296000,-,0,18,2026-01-25
youtube,video,influencer,kimjebeop,2026-01-25,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,465000,-,0,465000,-,0,465000,-,0,2187,2026-01-25
kakao,image,kakaofeed,251029_03,2026-01-25,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,124000,-,0,420000,-,0,420000,-,0,23,2026-01-25
kakao,text,kakaofeed,251024_1,2026-01-25,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,1395000,-,0,1395000,-,0,1395000,-,0,29,2026-01-25
kakao,text,kakaofeed,251024_4,2026-01-25,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,555000,-,0,555000,-,0,555000,-,0,41,2026-01-25
kakao,text,chatroom,menu_gongjindan,2026-01-25,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,30489000,-,14,31462000,-,14,38776000,-,19,1060,2026-01-25
ig,paid,120238103309030691,120238103312380691,2026-01-24,63,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,1183,2026-01-24
kakao,text,chatroom,menu_kyungokgo,2026-01-24,3,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,18049000,녹용경옥고 (3),13,18509000,녹용경옥고 (3),15,19260000,녹용경옥고 (3),15,846,2026-01-24
ig,social,unknown,link_in_bio,2026-01-24,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,329,2026-01-24
kakao,text,2601_seolevent,260121_kakao_a,2026-01-24,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,525000,-,1,525000,-,1,1110000,-,2,63,2026-01-24
kakao,text,2601_seolevent,260121_kakao_b,2026-01-24,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,75,2026-01-24
kakao,text,chatroom,menu_gongjindan,2026-01-24,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,30489000,-,14,31462000,-,14,38776000,-,19,1060,2026-01-24
youtube,video,influencer,joetube,2026-01-24,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,76485000,-,6,96851000,-,10,108051000,-,11,48285,2026-01-24
ig,paid,120238103309030691,120238103312380691,2026-01-23,44,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,1183,2026-01-23
youtube,video,influencer,joetube,2026-01-23,5,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,76485000,-,6,96851000,-,10,108051000,-,11,48285,2026-01-23
kakao,text,2601_seolevent,260121_kakao_a,2026-01-23,5,1,1,1,20.0,20.0,20.0,525000,경옥고 (1),525000,경옥고 (1),525000,경옥고 (1),525000,-,1,525000,-,1,1110000,-,2,63,2026-01-23
ig,social,unknown,link_in_bio,2026-01-23,4,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,329,2026-01-23
kakao,text,chatroom,menu_kyungokgo,2026-01-23,4,1,1,1,25.0,25.0,25.0,525000,경옥고 (1),525000,경옥고 (1),525000,경옥고 (1),18049000,녹용경옥고 (3),13,18509000,녹용경옥고 (3),15,19260000,녹용경옥고 (3),15,846,2026-01-23
kakao,text,2601_seolevent,260121_kakao_b,2026-01-23,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,75,2026-01-23
kakao,text,chatroom,menu_gongjindan,2026-01-23,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,30489000,-,14,31462000,-,14,38776000,-,19,1060,2026-01-23
youtube,video,influencer,kimjebeop,2026-01-23,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,465000,-,0,465000,-,0,465000,-,0,2187,2026-01-23
ig,paid,120238103309030691,120238103312380691,2026-01-22,55,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,1183,2026-01-22
kakao,text,2601_seolevent,260121_kakao_a,2026-01-22,7,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,525000,-,1,525000,-,1,1110000,-,2,63,2026-01-22
kakao,text,chatroom,menu_gongjindan,2026-01-22,5,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,30489000,-,14,31462000,-,14,38776000,-,19,1060,2026-01-22
kakao,text,2601_seolevent,260121_kakao_b,2026-01-22,5,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,75,2026-01-22
kakao,text,2601_seolevent,260107_b,2026-01-22,3,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,65,2026-01-22
ig,social,unknown,link_in_bio,2026-01-22,3,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,329,2026-01-22
youtube,video,influencer,joetube,2026-01-22,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,76485000,-,6,96851000,-,10,108051000,-,11,48285,2026-01-22
kakao,text,welcomemsg,homepage,2026-01-22,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,34195000,-,11,45942000,-,15,52068000,-,19,798,2026-01-22
kakao,text,chatroom,menu_kyungokgo,2026-01-22,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,18049000,녹용경옥고 (3),13,18509000,녹용경옥고 (3),15,19260000,녹용경옥고 (3),15,846,2026-01-22
kakao,text,2601_seolevent,260107_a,2026-01-22,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,87,2026-01-22
kakao,text,2512_velvethanyak,251224_product,2026-01-22,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,34,2026-01-22
ig,paid,120238103309030691,120238103312380691,2026-01-21,63,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,1183,2026-01-21
kakao,text,2601_seolevent,260121_kakao_b,2026-01-21,61,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,75,2026-01-21
kakao,text,2601_seolevent,260121_kakao_a,2026-01-21,36,0,0,1,0.0,0.0,2.78,0,-,0,-,585000,녹용경옥고 (1),525000,-,1,525000,-,1,1110000,-,2,63,2026-01-21
kakao,text,chatroom,menu_kyungokgo,2026-01-21,9,0,0,0,0.0,0.0,0.0,282000,경옥고 (4),282000,경옥고 (4),282000,경옥고 (4),18049000,녹용경옥고 (3),13,18509000,녹용경옥고 (3),15,19260000,녹용경옥고 (3),15,846,2026-01-21
kakao,text,chatroom,menu_gongjindan,2026-01-21,4,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,30489000,-,14,31462000,-,14,38776000,-,19,1060,2026-01-21
youtube,video,influencer,joetube,2026-01-21,3,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,76485000,-,6,96851000,-,10,108051000,-,11,48285,2026-01-21
ig,social,unknown,link_in_bio,2026-01-21,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,329,2026-01-21
kakao,text,welcomemsg,homepage,2026-01-21,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,34195000,-,11,45942000,-,15,52068000,-,19,798,2026-01-21
ig,paid,120238103309030691,120238103312380691,2026-01-20,112,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,1183,2026-01-20
youtube,video,influencer,joetube,2026-01-20,4,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,76485000,-,6,96851000,-,10,108051000,-,11,48285,2026-01-20
kakao,text,chatroom,menu_gongjindan,2026-01-20,3,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,30489000,-,14,31462000,-,14,38776000,-,19,1060,2026-01-20
ig,social,unknown,link_in_bio,2026-01-20,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,329,2026-01-20
kakao,text,2601_seolevent,260107_b,2026-01-20,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,65,2026-01-20
kakao,text,chatroom,menu_kyungokgo,2026-01-20,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,18049000,녹용경옥고 (3),13,18509000,녹용경옥고 (3),15,19260000,녹용경옥고 (3),15,846,2026-01-20
youtube,video,influencer,kimjebeop,2026-01-20,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,465000,-,0,465000,-,0,465000,-,0,2187,2026-01-20
ig,paid,120238103309030691,120238103312380691,2026-01-19,30,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,1183,2026-01-19
kakao,text,chatroom,menu_kyungokgo,2026-01-19,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,18049000,녹용경옥고 (3),13,18509000,녹용경옥고 (3),15,19260000,녹용경옥고 (3),15,846,2026-01-19
kakao,text,2601_seolevent,260107_b,2026-01-19,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,65,2026-01-19
youtube,video,influencer,joetube,2026-01-19,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,76485000,-,6,96851000,-,10,108051000,-,11,48285,2026-01-19
youtube,video,influencer,joetube,2026-01-18,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,76485000,-,6,96851000,-,10,108051000,-,11,48285,2026-01-18
kakao,text,kakaofeed,250917_3,2026-01-18,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,1284000,-,0,1284000,-,0,1408000,-,0,19,2026-01-18
kakao,text,chatroom,menu_gongjindan,2026-01-18,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,30489000,-,14,31462000,-,14,38776000,-,19,1060,2026-01-18
kakao,text,chatroom,menu_kyungokgo,2026-01-18,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,18049000,녹용경옥고 (3),13,18509000,녹용경옥고 (3),15,19260000,녹용경옥고 (3),15,846,2026-01-18
kakao,text,2601_seolevent,260107_b,2026-01-18,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,65,2026-01-18
youtube,video,influencer,joetube,2026-01-17,6,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,76485000,-,6,96851000,-,10,108051000,-,11,48285,2026-01-17
kakao,text,chatroom,menu_kyungokgo,2026-01-17,3,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,18049000,녹용경옥고 (3),13,18509000,녹용경옥고 (3),15,19260000,녹용경옥고 (3),15,846,2026-01-17
ig,social,unknown,link_in_bio,2026-01-17,3,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,329,2026-01-17
kakao,text,chatroom,menu_gongjindan,2026-01-17,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,30489000,-,14,31462000,-,14,38776000,-,19,1060,2026-01-17
kakao,text,2512_velvethanyak,251224_gift,2026-01-17,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,256000,-,1,256000,-,1,256000,-,1,48,2026-01-17
youtube,video,influencer,kimjebeop,2026-01-17,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,465000,-,0,465000,-,0,465000,-,0,2187,2026-01-17
localplay,free,chuseok,kyungheeondam,2026-01-17,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,1048000,-,2,1048000,-,2,1048000,-,2,129,2026-01-17
ig,social,unknown,link_in_bio,2026-01-16,4,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,329,2026-01-16
kakao,text,2601_seolevent,260107_a,2026-01-16,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,87,2026-01-16
kakao,text,chatroom,menu_gongjindan,2026-01-16,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,30489000,-,14,31462000,-,14,38776000,-,19,1060,2026-01-16
youtube,video,influencer,joetube,2026-01-16,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,76485000,-,6,96851000,-,10,108051000,-,11,48285,2026-01-16
kakao,text,chatroom,menu_kyungokgo,2026-01-16,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,18049000,녹용경옥고 (3),13,18509000,녹용경옥고 (3),15,19260000,녹용경옥고 (3),15,846,2026-01-16
instagram,banner,2601_seolevent,2601_littly_a,2026-01-16,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,16,2026-01-16
ig,social,unknown,link_in_bio,2026-01-15,4,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,329,2026-01-15
kakao,text,chatroom,menu_kyungokgo,2026-01-15,4,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,18049000,녹용경옥고 (3),13,18509000,녹용경옥고 (3),15,19260000,녹용경옥고 (3),15,846,2026-01-15
kakao,text,2512_velvethanyak,251224_product,2026-01-15,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,34,2026-01-15
kakao,image,notice,250912_chong,2026-01-15,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,187000,-,1,716000,-,1,15,2026-01-15
youtube,video,influencer,joetube,2026-01-15,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,76485000,-,6,96851000,-,10,108051000,-,11,48285,2026-01-15
kakao,text,chatroom,menu_gongjindan,2026-01-15,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,30489000,-,14,31462000,-,14,38776000,-,19,1060,2026-01-15
kakao,text,2601_seolevent,260107_b,2026-01-15,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,65,2026-01-15
kakao,text,chatroom,menu_gongjindan,2026-01-14,6,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,30489000,-,14,31462000,-,14,38776000,-,19,1060,2026-01-14
kakao,text,2601_seolevent,260107_a,2026-01-14,4,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,87,2026-01-14
kakao,text,chatroom,menu_kyungokgo,2026-01-14,3,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,18049000,녹용경옥고 (3),13,18509000,녹용경옥고 (3),15,19260000,녹용경옥고 (3),15,846,2026-01-14
youtube,video,influencer,joetube,2026-01-14,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,76485000,-,6,96851000,-,10,108051000,-,11,48285,2026-01-14
kakao,image,2512_happynewyear,newyear_card,2026-01-14,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,129,2026-01-14
ig,social,unknown,link_in_bio,2026-01-14,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,329,2026-01-14
kakao,image,notice,250912_chong,2026-01-14,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,187000,-,1,716000,-,1,15,2026-01-14
kakao,text,2512_velvethanyak,251224_gift,2026-01-14,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,256000,-,1,256000,-,1,256000,-,1,48,2026-01-14
naver,instant,naver_kin_source,kin,2026-01-14,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,21,2026-01-14
kakao,text,2601_seolevent,260107_b,2026-01-14,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,65,2026-01-14
kakao,text,2601_seolevent,260107_a,2026-01-13,5,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,87,2026-01-13
youtube,video,influencer,joetube,2026-01-13,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,76485000,-,6,96851000,-,10,108051000,-,11,48285,2026-01-13
kakao,text,2601_seolevent,260107_b,2026-01-13,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,65,2026-01-13
kakao,text,chatroom,menu_gongjindan,2026-01-13,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,30489000,-,14,31462000,-,14,38776000,-,19,1060,2026-01-13
kakao,text,welcomemsg,homepage,2026-01-13,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,34195000,-,11,45942000,-,15,52068000,-,19,798,2026-01-13
instagram,banner,2601_seolevent,2601_littly_d,2026-01-13,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,5,2026-01-13
instagram,banner,2601_seolevent,2601_littly_b,2026-01-13,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,6,2026-01-13
instagram,banner,2601_seolevent,2601_littly,2026-01-13,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,1,2026-01-13
instagram,banner,2601_seolevent,2601_littly_f,2026-01-13,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,4,2026-01-13
ig,social,unknown,link_in_bio,2026-01-13,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,329,2026-01-13
instagram,banner,2601_seolevent,2601_littly_c,2026-01-13,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,6,2026-01-13
instagram,banner,2601_seolevent,2601_littly_a,2026-01-13,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,16,2026-01-13
youtube,video,influencer,kimjebeop,2026-01-13,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,465000,-,0,465000,-,0,465000,-,0,2187,2026-01-13
instagram,text,profile,landing_01,2026-01-13,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,9,2026-01-13
instagram,banner,2601_seolevent,2601_littly_g,2026-01-13,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,2,2026-01-13
kakao,text,chatroom,menu_kyungokgo,2026-01-13,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,18049000,녹용경옥고 (3),13,18509000,녹용경옥고 (3),15,19260000,녹용경옥고 (3),15,846,2026-01-13
instagram,banner,2601_seolevent,2601_littly_e,2026-01-13,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,3,2026-01-13
instagram,banner,2601_seolevent,2601_littly_h,2026-01-13,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,2,2026-01-13
youtube,video,influencer,joetube,2026-01-12,3,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,76485000,-,6,96851000,-,10,108051000,-,11,48285,2026-01-12
